ID_REF,sputum from pulmonary tuberculosis patient1,sputum from pulmonary tuberculosis patient1(dye flip),sputum from pulmonary tuberculosis patient 2,sputum from pulmonary tuberculosis patient 3,sputum from pulmonary tuberculosis patient 3 (dye flip),sputum from pulmonary tuberculosis patient 4,sputum from pulmonary tuberculosis patient 5,sputum from pulmonary tuberculosis patient 5 (dye flip),sputum from pulmonary tuberculosis patient 6,sputum from pulmonary tuberculosis patient 7,sputum from pulmonary tuberculosis patient 7 (dye flip),,,,,,,,
21006,0.137738,0.0989314,-0.280046,-0.266797,-0.850061,-1.4859,-0.670093,-0.536296,-0.474315,0.173961,-0.139529,,,,,,,,
21007,0.685019,1.6301,1.54798,0.480494,0.601256,0.390657,0.265577,1.02678,2.05756,1.57912,2.0527,,,,,,,,
21008,0.443757,2.15913,0.921754,0.0171211,0.503196,1.64816,-0.352717,0.791289,1.46189,1.16424,1.88336,,,,,,,,
21009,0.340697,-0.569067,-0.167846,0.163682,-0.0299366,-0.24303,-0.458582,0.179296,0.475125,0.245832,0.219378,,,,,,,,
21010,-0.742342,-2.58964,-1.64149,-0.458795,-1.56627,-0.678027,-0.761166,-0.344582,-0.0713035,-0.233157,-0.459537,,,,,,,,
21011,0.144498,-0.532816,-0.0357246,0.464972,0.0255888,0.369736,0.232187,-0.927676,-0.713956,-0.030452,-0.632046,,,,,,,,
21012,0.0614374,-1.79073,-0.545078,0.495483,0.441708,-0.347789,0.24619,-0.909089,-0.102654,0.437144,-0.653966,,,,,,,,
21013,0.0391617,-0.375925,0.0884882,0.102198,-0.158656,0.42623,0.367447,0.795554,1.37413,0.459964,0.765985,,,,,,,,
21014,-1.28387,-3.96066,-1.97973,-1.68814,-1.76115,-1.67138,-1.33099,-1.69299,-1.79366,-1.97315,-2.74215,,,,,,,,
21015,-0.132785,-1.83329,0.226457,0.494294,-0.468035,0.364424,0.385799,0.383698,-0.484451,0.427985,-0.483212,,,,,,,,
21101,0.247144,1.53621,0.954977,-0.0907018,0.74777,0.565872,0.27173,0.8074,0.715003,0.853403,1.68669,,,,,,,,
21102,0.293208,0.184586,0.495493,0.454305,-0.354337,-0.691343,0.912529,-0.595448,-0.512319,-0.545273,-0.860202,,,,,,,,
21103,0.267643,1.57355,0.675316,0.107679,0.0784123,-0.0990073,-0.0499672,0.0888563,2.40E-05,0.650222,0.589603,,,,,,,,
21104,0.545814,2.08317,1.17559,0.179834,0.948305,0.877932,-0.312317,0.828529,0.445794,1.1449,1.20081,,,,,,,,
21105,0.447734,2.4415,0.766255,0.317853,0.613132,0.416424,0.604587,null,0.411108,0.875538,0.871247,,,,,,,,
21106,0.417997,1.75315,1.08867,0.534361,0.636815,1.29812,0.452955,0.75488,0.987157,1.32157,1.89545,,,,,,,,
21107,0.507876,1.70154,0.884152,-0.17424,0.883335,0.567423,-0.444103,1.5958,1.50228,1.33611,2.02621,,,,,,,,
21108,0.56302,1.31262,0.900208,0.12681,0.0972392,0.981603,-0.238015,0.360554,0.303438,0.768485,0.391771,,,,,,,,
21109,0.351249,0.65005,0.886055,0.54208,1.17507,0.787847,null,null,null,null,0.016262,,,,,,,,
21110,-0.272106,0.0884472,-0.0216889,-0.124529,0.365377,-0.561399,0.167523,-0.146026,0.0988154,0.338055,0.107839,,,,,,,,
21111,0.44876,1.50452,0.661172,0.448448,1.05646,0.692387,null,0.0286502,-0.0567189,0.722671,0.191106,,,,,,,,
21112,0.0967914,-0.490212,0.403384,0.550466,0.414223,0.177343,null,-0.322846,-0.651216,-0.195517,-0.729849,,,,,,,,
21113,-0.569012,-2.06261,-1.2208,-1.41346,-0.449358,-1.0211,0.00516447,0.17954,-1.13993,-1.27623,-1.41744,,,,,,,,
21114,0.233191,2.17232,0.785867,0.136443,1.12978,0.671027,0.206752,1.34694,0.479253,1.21657,1.70293,,,,,,,,
21115,0.288177,1.21659,0.56108,0.298075,0.150449,1.02497,0.681676,0.7261,-0.527923,0.732291,0.260837,,,,,,,,
21201,0.334109,0.999127,0.480649,0.126749,0.471281,-0.0379337,-0.111264,0.0279145,-0.1119,0.400904,0.356878,,,,,,,,
21202,0.498069,1.3839,0.604235,0.448341,0.772381,0.588653,1.39569,0.691881,0.908829,0.854075,1.68142,,,,,,,,
21203,-0.0203892,-0.72224,0.373735,0.626353,-0.0457038,0.661065,0.219383,-0.21331,-0.163152,0.492851,0.189799,,,,,,,,
21204,-0.326224,-0.474036,-0.458978,-0.165788,-0.305751,-1.30279,-0.936541,-0.399556,0.365884,-0.263522,0.106365,,,,,,,,
21205,0.969114,2.38551,1.61454,0.159297,0.71441,1.45984,1.57733,1.80224,2.6756,1.19532,2.53007,,,,,,,,
21206,0.330389,-0.301054,0.168114,0.655322,0.136468,0.283524,-0.130388,-0.0781978,0.219776,0.076629,-0.450304,,,,,,,,
21207,0.462451,1.8699,0.615318,0.0919549,0.610125,1.00124,-0.47077,0.341909,0.205344,0.389132,1.06812,,,,,,,,
21208,-2.3628,-5.23136,-4.00014,-2.30409,-1.73162,-3.91694,-2.00661,-2.34642,-1.7791,-3.65483,-2.72238,,,,,,,,
21209,0.494571,1.69082,0.266318,-0.0912639,1.34764,0.452904,-0.44717,0.781536,1.29451,0.367114,1.64884,,,,,,,,
21210,-0.747687,-2.34562,-1.31789,-0.572119,-1.08418,-1.48512,-0.429021,-0.76873,0.0847249,-0.947929,-1.04015,,,,,,,,
21211,0.0453155,0.363375,-0.110568,-0.259901,1.13022,-0.164449,0.86074,1.83135,2.71458,1.0302,2.5575,,,,,,,,
21212,-0.477934,-2.49195,-1.41772,0.110478,-0.418257,-1.22781,-0.256052,-0.590391,-0.978056,-0.517694,-1.34513,,,,,,,,
21213,-0.165894,-0.918543,-0.0344861,0.547706,-0.099988,0.409836,-0.0751515,null,-0.523987,-0.684844,-1.31186,,,,,,,,
21214,-0.725941,-1.9562,-1.05441,-0.460123,-0.533016,-0.919451,-1.20868,-0.552606,-1.07179,-0.842663,-1.58699,,,,,,,,
21215,0.454926,2.22517,0.937583,0.0610318,0.523057,0.682202,1.09615,1.89448,1.02525,1.13503,1.86569,,,,,,,,
21301,0.506643,-0.323115,0.555986,0.378583,-0.539847,-0.0822597,0.569339,-0.451285,-0.0545984,1.03297,0.840543,,,,,,,,
21302,0.679936,0.821915,0.826769,0.826574,1.14343,1.53905,0.692994,-0.120038,0.241904,0.827285,0.177403,,,,,,,,
21303,0.361882,0.828322,0.915909,0.90458,0.428747,1.76981,0.633327,0.0693696,0.34208,1.03433,1.28092,,,,,,,,
21304,-0.0346168,-0.749975,-0.638273,null,0.762754,-0.338008,0.0972529,-0.125915,0.0818045,0.00726688,0.556231,,,,,,,,
21305,-0.214073,-0.77349,-2.87447,null,-0.258037,-0.517593,-0.76458,-1.13016,-0.752904,-1.25385,-0.761233,,,,,,,,
21306,-0.91894,-1.21385,-0.236524,null,0.812336,0.91703,-0.42605,-0.117146,0.159881,0.411188,0.804159,,,,,,,,
21307,-2.05564,-4.17376,-2.19273,null,-2.13353,-2.5124,-1.98511,-1.45006,-0.836734,-1.78654,-1.4203,,,,,,,,
21308,-1.00043,-3.25865,-1.98071,-1.32798,-1.25697,-0.066344,-1.88858,-1.43714,-1.01096,-1.87714,-1.43489,,,,,,,,
21309,0.743988,0.81592,1.1782,0.335916,0.777345,-0.0987756,null,-0.206096,-0.0388425,0.540202,0.0310722,,,,,,,,
21310,0.197355,-0.774589,-0.873148,0.600353,-0.235567,1.57682,-0.0107835,-1.15791,-1.04766,-1.22698,-1.55873,,,,,,,,
21311,0.328053,1.8182,0.561528,0.387197,1.19229,1.48843,0.708824,0.587538,1.40919,1.23596,2.28299,,,,,,,,
21312,-0.656537,-3.10353,-1.21695,0.144454,-0.415779,-0.8151,-0.0878431,-0.654754,-0.517394,-0.804004,-1.01607,,,,,,,,
21313,-0.263817,-1.724,-0.228344,-0.327159,-1.16384,-0.112685,0.395495,1.35826,1.65939,1.03341,1.12119,,,,,,,,
21314,0.0870888,0.276506,0.522371,0.492739,0.322094,1.1409,1.12263,1.92022,2.68897,1.281,2.3368,,,,,,,,
21315,0.184905,0.510379,0.547504,null,0.362314,0.234558,0.944577,null,-0.0668979,1.04269,0.244247,,,,,,,,
21401,0.583479,2.39207,1.20226,0.452832,0.652014,1.21635,0.699286,0.665892,0.646759,1.40105,1.74327,,,,,,,,
21402,0.760565,0.938431,1.21498,0.688918,-0.125653,1.38839,0.429543,-0.152902,-0.103191,1.15739,0.197519,,,,,,,,
21403,0.472239,1.77836,0.717413,1.00441,1.20719,0.832359,0.460551,0.0825376,0.343719,0.885689,1.0098,,,,,,,,
21404,0.944775,1.48915,1.42413,0.466738,0.279881,0.703053,1.11639,0.576604,0.3553,1.69237,1.2234,,,,,,,,
21405,0.207346,1.90804,0.424875,0.0528651,0.529252,-0.0462293,0.533233,0.977278,1.37993,1.02261,1.32385,,,,,,,,
21406,0.332604,0.722155,0.858834,0.688752,0.245639,1.81218,0.054241,0.172125,0.564801,0.794682,0.714318,,,,,,,,
21407,0.0901512,0.0518721,-0.166878,0.202987,0.000115213,-0.202183,-0.608054,-0.416364,-0.380457,0.258885,-0.0617903,,,,,,,,
21408,0.479789,1.06255,0.51984,0.218508,0.387135,0.0603565,0.0729212,0.537536,0.979126,1.32937,1.41905,,,,,,,,
21409,0.0786983,-1.33248,-0.955913,0.0931917,-0.116742,0.3383,-0.233938,-0.833295,-0.446468,-0.786144,-0.9762,,,,,,,,
21410,0.1374,-0.938927,-0.677535,0.297658,-0.0753186,0.08875,1.15639,0.405233,0.205284,0.405517,-0.115006,,,,,,,,
21411,-1.16247,-3.54607,-2.87589,-0.826357,-0.933006,-2.17591,-1.28845,-1.55819,-1.21689,-1.97968,-1.96449,,,,,,,,
21412,0.183684,-0.854935,-0.16214,0.365032,-0.0672874,-0.298248,0.254929,-0.247127,-1.05442,-0.472978,-1.26107,,,,,,,,
21413,0.67786,0.734485,0.978531,0.48236,0.560971,1.08158,0.985471,0.566299,0.342596,1.52135,0.817248,,,,,,,,
21414,-1.90354,-3.53129,-2.3609,-1.772,-1.85553,-2.90031,-1.61172,-0.937314,-1.25863,-1.81055,-1.61166,,,,,,,,
21415,0.5212,1.50935,0.502749,0.576142,1.50899,0.979028,1.13752,1.46994,-0.174992,1.3208,1.24601,,,,,,,,
21501,-0.17105,-0.128566,-0.322931,-0.0700362,-0.0509586,-0.998542,0.951135,-0.427047,-0.29137,-0.189902,0.452324,,,,,,,,
21502,0.251394,0.392268,0.117492,0.526569,0.10476,0.142679,-0.368523,-0.709692,-0.303046,0.044955,-0.29138,,,,,,,,
21503,0.366717,2.95281,0.985534,0.263896,1.19835,0.980299,-0.208403,0.829846,1.24057,1.2073,1.83393,,,,,,,,
21504,-0.421467,0.0243425,-0.603305,-0.1378,0.0662028,-0.773398,-0.587022,-1.00931,-0.414829,-0.559491,-0.0308772,,,,,,,,
21505,-0.77608,-2.06185,-1.51071,-0.157069,-0.0255027,-1.36399,-1.26961,-1.66336,-1.04487,-1.43234,-1.2161,,,,,,,,
21506,0.632422,1.84155,0.755026,-0.196715,0.74831,0.782062,-0.128467,0.207217,0.278685,0.584893,0.842682,,,,,,,,
21507,-0.147672,-0.171971,-0.195119,0.0564463,-0.0368802,-0.706066,-0.60641,-0.153848,0.386211,0.270125,0.303008,,,,,,,,
21508,-0.57125,-2.67482,-0.762637,-0.409327,-0.997869,-1.96343,-0.71325,-1.25985,-0.336218,0.064187,-0.168784,,,,,,,,
21509,-0.30972,-0.0187937,-0.958848,-0.209567,-0.120608,0.401922,-0.221927,-0.516767,0.158195,-0.0218635,-0.472561,,,,,,,,
21510,0.27115,-0.0604029,-0.723441,0.571945,0.636956,0.414243,1.20137,0.633878,0.15994,1.17748,0.595662,,,,,,,,
21511,-0.036203,-0.73625,-0.108513,-0.100594,-0.410552,-0.0418417,0.619867,-0.0775529,-0.106572,0.376357,-0.165752,,,,,,,,
21512,0.701761,0.386559,0.604038,0.630726,-0.0326084,1.10595,1.39229,0.254363,-0.431876,0.690757,0.0690849,,,,,,,,
21513,0.220064,0.489474,0.745868,0.484768,0.69718,1.43217,0.993914,0.509197,-0.183158,0.81158,0.0830934,,,,,,,,
21514,0.474275,0.860749,0.45578,0.299787,0.0853503,0.998745,0.876782,0.768738,-0.264198,0.784178,0.878476,,,,,,,,
21515,-0.838919,-2.23962,-0.851442,-0.439495,-1.15722,-0.77292,-0.0548891,0.341402,-0.772636,-0.0452193,-0.943903,,,,,,,,
21601,0.803806,1.72453,1.62997,1.10974,0.453064,1.51918,1.1027,0.526863,0.433216,1.48837,1.35179,,,,,,,,
21602,-1.26551,-3.50306,-2.04039,-0.839261,-1.99016,-1.71675,-0.481029,-2.07082,-1.02884,-2.41909,-2.21044,,,,,,,,
21603,0.044984,0.903186,0.277593,0.427985,0.396549,0.124489,-0.850241,-0.928619,0.0360673,-0.106282,0.214917,,,,,,,,
21604,0.210638,0.608358,0.545445,0.232071,0.3161,0.342015,0.709621,0.260412,0.432419,0.565824,0.3464,,,,,,,,
21605,0.684603,0.649933,0.468089,0.444898,0.145012,1.45089,-0.479036,-1.3368,-0.686007,-0.231217,-0.78111,,,,,,,,
21606,-2.18399,-4.54474,-2.99279,-3.07232,-3.22505,-3.04592,-2.18417,-1.95385,-1.80818,-2.6089,-2.93942,,,,,,,,
21607,-0.964016,-3.19776,-1.57306,0.00712711,-0.331896,-2.37731,-1.33332,-1.74997,-0.560958,-1.16915,-1.59796,,,,,,,,
21608,0.322506,2.52519,0.62942,-0.0536025,0.880459,0.717942,0.449472,1.41978,2.91408,0.966645,2.83818,,,,,,,,
21609,-1.41515,-4.39035,-2.9753,-1.67954,-2.28511,-1.80547,-1.39401,-1.98997,-1.54235,-1.97752,-2.09124,,,,,,,,
21610,0.287254,1.62398,0.266944,0.191444,0.453889,0.606499,null,-0.203767,-0.281538,0.160617,0.315796,,,,,,,,
21611,0.642446,2.35698,1.50711,0.420728,0.929935,1.19975,0.998146,0.233793,1.35642,0.798209,0.763837,,,,,,,,
21612,-0.0572572,0.553115,0.144645,-0.00823055,0.0689771,1.47336,0.212869,0.425934,0.576352,0.297567,0.6878,,,,,,,,
21613,0.0675475,1.242,0.218339,0.221144,1.03833,1.28984,0.699894,0.382724,0.581307,0.84151,1.2741,,,,,,,,
21614,0.121419,1.52203,0.617221,-0.180326,1.01162,1.39643,0.697363,0.915712,0.57878,0.346176,1.35096,,,,,,,,
21615,0.475258,0.267342,1.12112,0.872646,0.076542,0.41679,1.62648,1.52122,0.648713,1.55744,1.05558,,,,,,,,
21701,0.360924,2.00819,0.968902,0.0714194,0.214612,0.205389,0.537874,0.954486,1.11102,1.41703,2.33468,,,,,,,,
21702,-0.00326349,1.08341,0.550136,-0.210087,-0.0265788,-1.01286,1.3411,-0.0382389,0.642282,0.449342,1.35979,,,,,,,,
21703,-1.38397,-3.84613,-1.96937,-0.953613,-1.77019,-1.6455,-1.99877,-1.58829,-0.614843,-1.27622,-0.619474,,,,,,,,
21704,0.421068,1.03531,0.389503,0.599734,0.093685,0.82773,-0.0970409,-0.884943,-0.44114,-0.0723532,-0.667882,,,,,,,,
21705,0.992852,3.3132,1.50024,0.488064,1.30868,2.59904,0.849807,1.79033,2.28241,2.13037,3.07132,,,,,,,,
21706,0.476519,0.895204,1.10303,0.218912,0.0570204,0.0282867,0.583708,0.500728,0.842551,1.38028,1.40289,,,,,,,,
21707,1.06755,2.303,1.6919,0.85366,0.54754,1.76296,0.465839,0.430741,0.149754,1.58788,0.874262,,,,,,,,
21708,-0.101886,-0.798127,-0.32274,-0.0330588,0.263545,0.741939,-0.941232,-1.41266,-0.106782,-1.09992,-0.866246,,,,,,,,
21709,0.945383,3.7332,1.54878,1.03015,1.02483,2.20952,0.644274,0.62037,0.498407,0.987542,0.977646,,,,,,,,
21710,0.104078,0.18047,-0.681954,0.0465519,-0.40725,-0.199048,0.521232,-0.333899,-0.822429,-0.614563,-0.767841,,,,,,,,
21711,0.837491,1.12651,0.938651,0.511963,0.251164,0.504928,1.51694,-0.0107553,0.405835,1.09537,1.16766,,,,,,,,
21712,-0.671074,-1.87069,-1.69707,-0.391135,-0.171327,-1.59287,0.265675,-0.349572,-0.977028,-0.516484,-0.862104,,,,,,,,
21713,1.20611,3.54814,1.90036,1.0824,1.44742,1.86051,1.63209,1.65391,1.31363,1.3435,1.59393,,,,,,,,
21714,-0.230075,-1.05277,-0.184621,0.356222,-0.437205,-0.325039,0.182693,-0.782793,-0.915801,-0.936967,-1.61583,,,,,,,,
21715,0.569485,1.06518,0.850732,0.401431,-0.00545184,0.640056,0.862,null,-0.498041,0.644784,-0.235837,,,,,,,,
21801,0.504382,1.91949,0.763554,0.538524,0.578912,1.60596,0.287378,-0.361749,-0.1996,0.626246,0.477687,,,,,,,,
21802,0.418594,2.85144,1.01054,0.17948,1.51698,1.08529,1.89836,1.01084,1.11386,1.42539,2.51628,,,,,,,,
21803,1.12531,2.98753,1.73955,0.686527,0.929454,1.40439,1.06166,1.03501,1.75218,1.85211,2.50333,,,,,,,,
21804,0.306825,0.580549,0.190165,0.407428,0.0355069,0.145942,0.18946,-0.267415,-0.51148,-0.152212,-0.186796,,,,,,,,
21805,-0.665053,-0.817423,-1.19227,-0.611344,-0.209055,-0.976916,-1.38734,-1.06783,-0.648211,-1.30835,-0.89315,,,,,,,,
21806,1.30667,4.04167,1.67731,0.751908,1.42284,1.60772,0.078995,0.962612,1.40255,1.48986,2.63354,,,,,,,,
21807,0.585423,0.997872,0.606802,0.200764,0.735518,0.404911,-0.270458,-0.184743,0.15489,0.33785,-0.164635,,,,,,,,
21808,0.63246,2.58142,1.11557,0.244962,0.9532,0.761269,null,0.525729,1.14825,1.3586,2.07458,,,,,,,,
21809,-2.84675,-5.32702,-4.42828,-3.62252,-5.41716,-4.98354,-1.67769,-2.20425,-1.41377,-2.48035,-2.53263,,,,,,,,
30101,0.900577,1.72928,1.48905,0.268411,-0.0198192,0.791554,0.674064,1.43779,-0.141713,0.095978,-0.105677,,,,,,,,
30102,1.09828,2.31138,1.7525,0.379639,0.375174,1.47424,0.809237,1.67548,1.27387,0.813195,0.990904,,,,,,,,
30103,-1.13132,-1.43604,-1.22067,-0.473103,-0.570592,-0.591366,-1.12806,-0.393662,-0.563323,-1.84996,-1.53845,,,,,,,,
30104,0.537625,1.21396,0.722051,0.603125,0.614844,1.19509,0.143046,0.708362,0.445697,0.573891,0.404006,,,,,,,,
30105,-0.272607,-0.840729,-0.0691419,0.39831,0.0755278,0.485309,-1.08334,-1.16746,-0.746439,-1.08146,-1.56296,,,,,,,,
30106,-0.161992,0.198135,0.059904,-0.206852,0.0779922,0.459676,-0.619753,0.250727,-0.129108,-0.490074,-0.496799,,,,,,,,
30107,0.254475,-0.129825,-0.316983,0.153781,0.432249,0.116701,-0.54996,0.0275942,-0.105355,-0.191511,-0.0846192,,,,,,,,
30108,0.0391813,-0.42538,0.29875,0.237829,0.0423715,0.445793,-0.407595,-0.269836,-0.0916417,-0.12949,-0.268401,,,,,,,,
30109,0.764494,0.731897,1.18346,0.542016,0.1223,0.357612,0.645603,0.796987,0.152038,0.528314,-0.0844389,,,,,,,,
30110,-1.16862,-1.94689,-0.837947,-0.210169,-1.02138,-0.616041,-0.943143,-1.24135,-0.369454,-0.983557,-1.22486,,,,,,,,
30111,0.363523,0.866104,0.525577,0.0808361,0.238606,-0.293729,0.740284,0.316924,0.259336,0.351001,0.401288,,,,,,,,
30112,0.25858,-1.61075,0.743048,-0.0974643,0.233782,0.941214,-1.55772,-0.904159,-0.732746,-1.66858,-1.81327,,,,,,,,
30113,-0.193121,0.220299,0.116106,0.0376038,-0.0430699,0.125379,-0.613989,-0.733924,0.0827777,-0.793005,-0.530605,,,,,,,,
30114,0.743284,1.4773,1.43866,0.241295,0.141791,0.401211,0.716317,0.0785687,null,0.531396,0.446612,,,,,,,,
30115,0.605752,1.22481,0.783627,0.0634142,0.585848,0.0950026,0.555386,0.663257,-0.0789935,0.522532,0.55172,,,,,,,,
30201,-1.19849,-1.1988,-1.84195,-0.480772,-0.680658,-0.788451,-2.43188,-0.0890117,-0.756909,-1.96348,-1.40929,,,,,,,,
30202,-0.177147,-0.10222,0.07065,-0.220513,-0.476429,0.0991633,-0.971438,0.43478,-0.573386,-1.15877,-1.16553,,,,,,,,
30203,0.18152,-0.227151,0.537409,-0.851029,-0.147313,0.250806,0.909047,1.77061,0.681899,0.542427,0.445789,,,,,,,,
30204,1.05344,1.85399,1.25633,0.565923,0.717615,0.304216,0.686368,0.448057,null,0.771985,0.412455,,,,,,,,
30205,0.64561,2.44793,1.02936,-0.00412468,0.626417,1.26234,0.730092,1.60413,1.12568,0.955566,1.62145,,,,,,,,
30206,-0.348619,-1.76123,-0.543655,-0.474806,-1.36691,-1.23973,-1.05957,-1.17197,-0.555629,-1.19968,-1.78557,,,,,,,,
30207,0.0238534,0.596465,0.344555,-0.136066,0.0595906,-0.6764,-0.126669,0.502401,0.745283,0.176088,0.961757,,,,,,,,
30208,-1.63969,-2.5897,-1.58756,-0.178175,-1.45043,-0.988767,-2.21144,-1.53842,-0.852276,-2.03069,-2.02135,,,,,,,,
30209,1.046,2.17177,1.80481,0.747113,0.900683,0.995201,1.29725,2.14866,1.43376,1.20751,0.992679,,,,,,,,
30210,0.725513,2.42927,1.02034,0.611666,1.10901,1.33509,1.0805,0.728168,0.334282,0.698107,1.04199,,,,,,,,
30211,0.26056,2.34341,0.650829,0.0873285,0.353698,0.252585,0.662753,1.26479,0.883969,0.552826,1.45397,,,,,,,,
30212,0.836186,1.85226,1.36364,0.317545,0.247062,1.16824,1.52321,1.38995,1.21137,1.43704,1.75346,,,,,,,,
30213,-0.822658,-1.65378,-0.706204,-0.242064,-0.440802,-0.195668,-0.874324,-0.430798,-0.850189,-1.02303,-1.03916,,,,,,,,
30214,-1.07045,-3.86573,-1.69876,-1.01857,-1.65031,-0.35166,-1.10216,-1.54429,-0.779006,-1.43419,-1.49449,,,,,,,,
30215,0.319254,1.112,-0.0567051,0.348907,0.306164,0.773169,0.806706,0.810688,0.295673,0.473439,0.488264,,,,,,,,
30301,0.717798,1.11246,0.87875,0.779768,0.527357,1.12966,0.424478,1.12437,-0.0311953,0.465156,0.208367,,,,,,,,
30302,0.38365,1.41041,0.743811,-0.0894186,0.58521,0.374951,0.390164,0.641087,-0.0543567,0.488372,0.579396,,,,,,,,
30303,0.574668,0.87602,0.677656,0.384356,0.816394,0.802605,1.29868,1.54908,0.837055,1.13867,0.805834,,,,,,,,
30304,0.318093,0.625432,0.47906,0.600793,-0.0148162,1.07175,0.237247,0.521029,-0.0287635,0.339029,0.401791,,,,,,,,
30305,0.00630296,0.875298,0.419996,-0.0455497,0.506862,0.430629,0.0167813,0.793015,0.673586,-0.105722,0.247056,,,,,,,,
30306,-0.467282,-1.11929,-0.66966,-0.306046,-0.252727,-0.405822,-0.675117,-0.26884,-0.308872,-0.51618,-0.642293,,,,,,,,
30307,0.295827,0.282532,0.677691,0.382754,-0.0217529,0.508405,0.143549,-0.179787,0.130336,0.479882,0.03886,,,,,,,,
30308,0.505815,0.651724,0.939133,0.430672,0.335524,1.10004,0.353712,1.10821,0.703594,0.370428,0.560104,,,,,,,,
30309,0.290668,2.02756,0.876098,0.428738,0.757779,0.366762,0.442585,0.585232,0.445189,0.582797,0.66458,,,,,,,,
30310,0.706951,1.7222,1.31387,0.0940232,0.710238,1.15163,1.40568,1.34639,1.76622,0.664524,1.43872,,,,,,,,
30311,0.266267,0.495479,0.575847,0.10075,-0.110459,0.017451,0.365761,-0.0699356,-0.269572,0.199557,0.210388,,,,,,,,
30312,0.220266,1.0134,0.428945,0.0739408,0.477636,-0.232472,0.386577,0.133179,0.0505257,0.137281,0.292575,,,,,,,,
30313,1.065,3.08108,1.59143,0.334331,0.946955,0.786561,1.67172,1.48204,1.05349,1.80117,1.88243,,,,,,,,
30314,-0.40295,-0.374257,-0.301816,0.0183197,-0.3457,-0.458928,0.484709,-0.392606,-0.31505,-0.17224,-0.260073,,,,,,,,
30315,0.516509,1.01873,0.722322,0.189751,0.762052,0.261962,1.06487,0.720759,0.439746,0.867622,0.886046,,,,,,,,
30401,0.378109,2.32058,0.572423,-0.179751,0.723303,0.428899,0.280167,2.36726,0.755791,0.324651,1.34567,,,,,,,,
30402,0.561831,1.91392,0.871413,-0.24095,0.245514,0.174344,0.566442,2.12142,0.896601,0.786294,1.55282,,,,,,,,
30403,-0.0845319,-0.466978,-0.400213,-0.21192,-0.808063,-0.944433,0.0589461,0.141798,-0.187754,0.0775843,-0.138056,,,,,,,,
30404,-0.157475,1.15765,0.000217108,-0.169195,0.0445516,0.374438,-0.354079,0.671213,-0.0437658,-0.33728,0.172744,,,,,,,,
30405,0.54427,0.865482,1.10741,0.290889,0.0343374,0.463395,0.601279,0.685169,-0.217518,0.901532,0.488836,,,,,,,,
30406,0.411298,-0.692107,-0.0774701,0.474548,0.312067,-0.45547,0.434182,0.44454,0.187268,0.861421,0.676097,,,,,,,,
30407,0.198076,1.42281,0.29791,0.226575,0.620768,0.358457,-0.220202,-0.0133628,0.291851,0.226742,0.290118,,,,,,,,
30408,0.187965,0.476203,0.353874,-0.779922,-0.44187,-0.683719,0.24899,-0.173727,-0.00594361,0.427534,0.335414,,,,,,,,
30409,-0.0109283,0.840591,0.000794944,0.373874,0.343875,0.533341,-0.835058,-0.906416,-0.582072,-0.715153,-1.15126,,,,,,,,
30410,-0.0901975,1.14276,-0.389909,0.00134335,0.398492,0.125173,-0.230455,-0.13019,-0.158289,-0.614608,-0.547028,,,,,,,,
30411,0.87728,2.02029,1.21909,0.577393,0.682231,1.20359,1.02863,0.422418,0.233917,1.02531,1.09133,,,,,,,,
30412,-0.309517,-0.441599,-0.411193,-0.0674578,0.289517,-0.848855,0.250511,-0.640761,null,-0.0518655,-0.0626794,,,,,,,,
30413,-0.71719,-0.702269,-0.833628,-0.221381,-0.33169,-0.620314,-1.24505,-1.24966,-1.09925,-2.24683,-1.71496,,,,,,,,
30414,-0.452122,-0.904364,-0.421303,-0.153623,-0.555884,-0.32438,-0.823412,-1.26717,-0.772446,-1.4293,-1.3606,,,,,,,,
30415,-0.938649,-1.21887,-1.44769,-0.142986,-0.602054,-0.152062,-0.826018,-1.14937,-0.642948,-1.12175,-0.983014,,,,,,,,
30501,1.18044,1.64717,1.29519,0.995546,0.220394,1.27649,0.651972,null,-0.0607018,0.852583,-0.124045,,,,,,,,
30502,0.1491,-0.405542,-0.947207,-0.3489,-0.37695,-0.344175,-0.71138,null,-0.313303,-0.996392,-0.8157,,,,,,,,
30503,-1.4526,-2.3797,-1.98821,-0.534959,-1.55782,-0.633742,-1.75808,-0.936909,-1.24109,-2.06996,-1.87644,,,,,,,,
30504,-1.57599,-2.51092,-2.34056,-0.863107,-2.07488,-1.88198,-1.53354,-1.35245,-0.874577,-1.566,-1.39828,,,,,,,,
30505,0.0403544,0.432384,0.520689,-0.166441,-0.584043,0.171042,-0.218032,0.337379,0.878304,-0.0164424,0.495207,,,,,,,,
30506,-1.32208,-2.0481,-1.86076,-0.962271,-1.66336,-1.0478,-1.97843,-1.86466,-1.11274,-2.51303,-2.10585,,,,,,,,
30507,-0.521957,-0.852671,-0.432327,0.0528175,0.273423,-0.316053,-0.262593,-0.850993,-0.200072,-0.0801573,-0.423269,,,,,,,,
30508,-1.14094,-1.15195,-1.26202,-0.582061,-0.209249,-1.35281,-1.34706,0.0512247,0.271974,-0.314971,0.354624,,,,,,,,
30509,0.283214,-0.823307,0.206463,-0.106037,0.824337,-0.352646,-0.923077,-1.00993,-0.818659,-1.31311,-1.63106,,,,,,,,
30510,0.912986,1.40415,1.42621,0.208726,0.191907,1.22552,1.2674,0.947395,0.414211,0.735275,0.562863,,,,,,,,
